Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
CHƯƠNG 3,42,"Thời kỳ quá độ từ chủ nghĩa tư bản lên chủ nghĩa xã hội vẫn mạng dấu vết về kinh tế, đạo đức, chính trị của xã hội tư bản chủ nghĩa bởi vì:",Là xã hội thấp hơn xã hội tư bản chủ nghĩa,Là xã hội cộng sản phát triển ở đỉnh cao,Là một xã hội cộng sản chủ nghĩa vừa thoát thai từ xã hội tư bản chủ nghĩa,Là phủ định sạch trơn các giá trị của xã hội trước đó,Là một xã hội cộng sản chủ nghĩa vừa thoát thai từ xã hội tư bản chủ nghĩa
CHƯƠNG 3,43,"Tìm đáp án đúng nhất, V.I.Lênin cho rằng thời kỳ quá độ từ chủ nghĩa tư bản lên chủ nghĩa cộng sản như ""những cơn đau đẻ kéo dài"" dùng để chỉ:",Đối với các nước chưa trải qua chủ nghĩa tư bản phát triển,Đối với các nước đã trải qua chủ nghĩa tư bản phát triên,Đối với các nước các nước tư bản hiện đại,Đối với các nước tư bản đã trải qua hiện đại và phát triển,Đối với các nước chưa trải qua chủ nghĩa tư bản phát triển
CHƯƠNG 3,44,Mâu thuẫn kinh tế cơ bản của chủ nghĩa tư bản là:,Mâu thuẫn giữa tính chất cá nhân của lực lượng sản xuất và chế độ công hữu về tư liệu sản xuất,Mâu thuẫn giữa tính chất xã hội hóa của lực lượng sản xuất với chế độ chiếm hữu tư nhân tư bản chủ nghĩa đối với tư liệu sản xuất,Mâu thuẫn giữa tính chất xã hội hóa của lực lượng sản xuất với chế độ công hữu về tư liệu sản xuất,Mâu thuẫn giữa tinh chất cá của lực lượng sản xuất với chế độ tư hữu về tư liệu sản xuất,Mâu thuẫn giữa tính chất xã hội hóa của lực lượng sản xuất với chế độ chiếm hữu tư nhân tư bản chủ nghĩa đối với tư liệu sản xuất
CHƯƠNG 3,45,"Theo V.I.Lênin, trong chủ nghĩa xã hội, những người cộng sản phải:",Xây dựng và phát triển nền văn hóa phi vô sản,Xây dựng nền văn hóa đáp ứng yêu cầu của thiểu số,Làm giàu trí óc của mình bằng sự hiểu biết tất cả những kho tàng tri thức mà nhân loại đã tạo ra,"Cần chống lại văn hóa vô sản, trái với những giá trị truyền thống tốt đẹp của dân tộc và loài người",Làm giàu trí óc của mình bằng sự hiểu biết tất cả những kho tàng tri thức mà nhân loại đã tạo ra
CHƯƠNG 3,46,Những thuận lợi của Việt Nam khi tiến lên xây dựng chủ nghĩa xã hội:,"Xuất phát từ một nước vốn là thuộc địa, nửa phong kiến, lực lượng sản xuất rất thấp",Kế thừa được những thành tựu của cuộc cách mạng khoa học và công nghệ hiện đại,Sự sụp đổ của chế độ xã hội chủ nghĩa ở Liên Xô và Đông Âu vào những năm 90 của thế kỷ XX,Âm mưu chống phả sự nghiệp xây dựng chủ nghĩa xã hội ở Việt Nam của các nước thù địch,Kế thừa được những thành tựu của cuộc cách mạng khoa học và công nghệ hiện đại
CHƯƠNG 3,47,"Bổ sung hoàn chỉnh câu: Trong cương lĩnh xây dựng đất nước trong thời kỳ quá độ lên CNXH đã phát triển mô hình CNXH VN với ......... đặc trưng, trong đó có đặc trưng về mục tiêu, bản chất, nội dung của CNXH mà nhân dân ta xây dựng.",Sáu đặc trưng.,Bảy đặc trưng,Tám đặc trưng,Chín đặc trưng,Tám đặc trưng
CHƯƠNG 3,48,"Tìm đáp án sai Đại hội IX của Đảng Cộng sản Việt Nam xác định con đường đi lên của nước ta là sự phát triển quá độ lên chủ nghĩa xã hội bỏ qua chế độ tư bản chủ nghĩa, được hiểu:",Bỏ qua việc xác lập vị trí thống trị của quan hệ sản xuất và kiến trúc thượng tầng tư bản chủ nghĩa,Kế thừa những thành tựu mà nhân loại đã đạt được dưới chế độ tư bản chủ nghĩa,Bỏ qua tất cả những thành tựu của chủ nghĩa tư bản,"Bỏ qua việc xác lập vị trí thống trị của quan hệ sản xuất, kiến trúc thượng tầng tư bản chủ nghĩa và kế thừa những thành tựu mà nhân loại đã đạt được dưới chế độ tư bản chủ nghĩa",Bỏ qua tất cả những thành tựu của chủ nghĩa tư bản
CHƯƠNG 3,49,"Tìm đáp án sai Ở Việt Nam, quá độ lên chủ nghĩa xã hội bỏ qua chế độ tư bản chủ nghĩa là:",Không tạo ra sự biến đổi về chất của xã hội trên tất cả các lĩnh vực,"Là sự nghiệp rất khó khăn, phức tạp, lâu dài",Tồn tại nhiều hình thức tổ chức kinh tế,"Phải có sự quyết tâm chính trị cao và khát vọng lớn của toàn Đảng, toàn dân",Không tạo ra sự biến đổi về chất của xã hội trên tất cả các lĩnh vực
CHƯƠNG 3,50,Nhiệm vụ cơ bản của con đường xây dựng chủ nghĩa xã hội ở Việt Nam hiện nay là gì?,Chỉ cần phát triển kinh tế nhanh nhất,"Coi trọng phát triển chính trị, văn hóa hơn phát triển kinh tế",Phát triền kinh tế với duy nhất là thành phần kinh tế nhà nước,"Tiếp tục hoàn thiện thể chế, phát triển kinh tế thị trường định hướng xã hội chủ nghĩa","Tiếp tục hoàn thiện thể chế, phát triển kinh tế thị trường định hướng xã hội chủ nghĩa"
CHƯƠNG 4,1,Tìm đáp án sai về nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,"Là nhà nước của dân, do dân, vì dân",Nhà nước phải do Đảng Cộng sản Việt Nam lãnh đạo,"Là nhà nước tôn trọng quyền con người, coi người là chủ thể, là trung tâm của sự phát triền",Là nhà nước dựa trên nguyên tắc quyền lực thuộc về thiểu số,Là nhà nước dựa trên nguyên tắc quyền lực thuộc về thiểu số
CHƯƠNG 4,2,Bản chất của nền dân chủ xã hội chủ nghĩa ở Việt Nam,Dựa trên cơ sở chế độ tư hữu,"Dựa vào nhà nước xã hội chủ nghĩa và sự ủng hộ, giúp đỡ của nhân dân ",Thực hiện trấn áp của thiểu số đối với đa số,Dựa vào nhà nước tư sản,"Dựa vào nhà nước xã hội chủ nghĩa và sự ủng hộ, giúp đỡ của nhân dân "
CHƯƠNG 4,3,Nền dân chủ là gì ?,"Là hình thái dân chủ gắn với bản chất, tính chất của nhà nước ",Là hình thái dân chủ gắn với bản chất của giai cấp bị trị,Là hình thức dân chủ của xã hội chưa có nhà nước,Là hình thức dân chủ do giai cấp bị trị đặt ra,"Là hình thái dân chủ gắn với bản chất, tính chất của nhà nước "
CHƯƠNG 4,4,Nền dân chủ xã hội chủ nghĩa là:,Là nền dân chủ phi giai cấp,Là nền dân chủ phi lịch sử,Là nền dân chủ thuần túy,"Là mọi quyền lực thuộc về nhân dân, dân là chủ và dân làm chủ ","Là mọi quyền lực thuộc về nhân dân, dân là chủ và dân làm chủ "
CHƯƠNG 4,5,Ở Việt Nam cơ quan nào lãnh đạo toàn thể nhân dân lao động xây dựng chủ nghĩa xã hội?,Chính phủ,Đảng cộng sản,Nhà nước,Các tổ chức chính trị - xã hội,Đảng cộng sản
CHƯƠNG 4,6,Mối quan hệ giữa dân chủ xã hội chủ nghĩa và nhà nước xã hội chủ nghĩa:,"Dân chủ xã hội chủ nghĩa là cơ sở, nền tảng cho việc xây dựng và hoạt động của nhà nước xã hội chủ nghĩa ",Nhà nước xã hội chủ nghĩa trở thành công cụ quan trọng cho việc thực thi quyền làm chủ của người dân,Nhà nước xã hội chủ nghĩa nằm trong nền dân chủ xã hội chủ nghĩa là phương thức thể hiện và thực hiện dân chủ,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 4,7,Bản chất chính trị của nền dân chủ xã hội chủ nghĩa thể hiện như thế nào:,Là chế độ công hữu về tư liệu sản xuất,Kết hợp hài hòa lợi ích cá nhân và lợi ích thể,Là nền dân chủ phi giai cấp,Là sự lãnh đạo của giai cấp công nhân thông qua Đảng Cộng sản để đảm bảo mọi quyền lực thuộc về nhân dân.,Là sự lãnh đạo của giai cấp công nhân thông qua Đảng Cộng sản để đảm bảo mọi quyền lực thuộc về nhân dân.
CHƯƠNG 4,8,"Điền từ thích hợp vào chỗ trống: ""Về phương diện quyền lực, dân chủ là ...""",Quyền lực thuộc về giai cấp tư sản,Quyền lực thuộc về giai cấp công nhân,Quyền lực thuộc về nhân dân,Quyền lực thuộc về giai cấp chủ nô,Quyền lực thuộc về nhân dân
CHƯƠNG 4,9,Chọn đáp án đúng nhất về dân chủ?,Là quyền lực thuộc về giai cấp công nhân,Là quyền lực thuộc về giai cấp tư sản,Là quyền lực thuộc về nhân dân,Là quyền lực thuộc về giai cấp nông dân,Là quyền lực thuộc về nhân dân
CHƯƠNG 4,10,"Với tư cách là một hình thức tổ chức thiết chế chính trị, một hình thái nhà nước, dân chủ là:",Một phạm trù lịch sử,Một phạm trù vĩnh viễn,Một phạm trù giai cấp,Một phạm trù triết học,Một phạm trù lịch sử
CHƯƠNG 4,11,"Với tư cách là một giá trị xã hội, dân chú là:",Một phạm trù lịch sử,Một phạm trù vĩnh viễn,Một phạm trù chính trị,Một phạm trù triết học,Một phạm trù vĩnh viễn
CHƯƠNG 4,12,Cơ sở kinh tế của nền dân chủ tư sản là:,Chế độ sở hữu công cộng,Chế độ tư hữu về tư liệu sản xuất,Chế độ sở hữu xã hội về tư liệu sản xuất,Chế độ sở hữu chung,Chế độ tư hữu về tư liệu sản xuất
CHƯƠNG 4,13,"Chọn đáp án sai, quan điểm về nền dân chủ xã hội chủ nghĩa:",Thực hiện dân chủ cho thiểu số,Xây dựng nhà nước dân chủ thực sự,Thực hiện quyền lực của đại đa số nhân dân,Bảo vệ quyền lợi cho đại đa số nhân dân,Thực hiện dân chủ cho thiểu số
CHƯƠNG 4,14,Nền dân chủ xã hội chủ nghĩa đặt dưới sự lãnh đạo của ai?,Đảng cộng sản,Nhà nước,Các tổ chức chính trị - xã hội,Chính phủ,Đảng cộng sản
CHƯƠNG 4,15,Nền dân chủ xã hội chủ nghĩa là:,Nền dân chủ cho thiểu số,Nền dân chủ cho giai cấp tư sản,Nền dân chủ đối với quần chúng nhân dân lao động và bị bóc lột,Nền dân chủ cho giai cấp thống trị,Nền dân chủ đối với quần chúng nhân dân lao động và bị bóc lột
CHƯƠNG 4,16,Nội dung và mục đích cuối cùng của nhà nước xã hội chủ nghĩa là gì?,Chỉ đâu tranh đê giành chính quyền,"Chỉ đòi tăng lương, giảm giờ làm","Cải tạo xã hội cũ, xây dựng thành công xã hội mới ",Tất cả các đáp án,"Cải tạo xã hội cũ, xây dựng thành công xã hội mới "
CHƯƠNG 4,17,Luận điểm nào sau đây sai?,Nhà nước xã hội chủ nghĩa xây dựng trên cơ sở chế độ sở hữu xã hội về tư liệu sản xuất chủ yếu,Nhà nước xã hội chủ nghĩa xây dựng trên nền tảng tinh thần là lý luận của Chủ nghĩa Mác - Lênin,Nhà nước xã hội chủ nghĩa mang bản chất của giai cấp công nhân,Nhà nước xã hội chủ nghĩa xây dựng trên nền tảng chế độ tư hữu về tư liệu sản xuất chủ yếu,Nhà nước xã hội chủ nghĩa xây dựng trên nền tảng chế độ tư hữu về tư liệu sản xuất chủ yếu
CHƯƠNG 4,18,"Tìm đáp án đúng nhất, bản chất chính trị của nhà nước xã hội chủ nghĩa là:",Mang bản chất của giai cấp công nhân,Được xây dựng trên chế độ tư hữu về tư liệu sản xuất chủ yếu,Xây dựng trên nền tảng lý luận của dân chủ tư sản,Xây dựng trên nền tảng mang bản sắc riêng của dân tộc,Mang bản chất của giai cấp công nhân
CHƯƠNG 4,19,"Bản chất văn hóa, xã hội của nhà nước xã hội chủ nghĩa:",Mang bản chất của giai cấp nông dân,Chế độ tư hữu về tư liệu sản xuất chủ yế,Xây dựng trên nền tảng tinh thần là lý luận của Chủ nghĩa Mác - Lênin,Dựa trên sự thống trị của thiểu số đối với đa số,Xây dựng trên nền tảng tinh thần là lý luận của Chủ nghĩa Mác - Lênin
CHƯƠNG 4,20,"Tìm đáp án đúng nhất, nhà nước xã hội chủ nghĩa ra đời là kết quả của cuộc đấu tranh cách mạng của giai cấp nào?",Giai cấp tư sản,Giai cấp chủ nô,Giai cấp vô sản và nhân dân lao động,Giai cấp nông dân,Giai cấp vô sản và nhân dân lao động
CHƯƠNG 4,21,Bản chất kinh tế của nhà nước xã hội chủ nghĩa:,Mang bản chất của giai cấp nông dân,Dựa trên chế độ sở hữu xã hội về tư liệu sản xuất chủ yếu,Được xây dựng trên nền tảng lý luận của chủ nghĩa Mác - Lênin,Được xây dựng trên nền tảng giá trị văn hóa mang bản sắc riêng của dân tộc,Dựa trên chế độ sở hữu xã hội về tư liệu sản xuất chủ yếu
CHƯƠNG 4,22,Nguyên tắc cơ bản của nền dân chủ xã hội chủ nghĩa:,Thu hẹp dân chủ,"Không ngừng mở rộng dẫn chủ, nâng cao mức độ giải phóng cho những người lao động ",Thực hiện dân chủ cho thiểu số,Luôn tuân theo ý chí của giai cấp thống trị,"Không ngừng mở rộng dẫn chủ, nâng cao mức độ giải phóng cho những người lao động "
CHƯƠNG 4,23,Chọn đáp án sai,Dân chủ là nguyên tắc dân chủ,Dân chủ là một hình thái nhà nước,Dân chủ là quyền lực thuộc về nhân dân,Dân chủ là quyền lực thuộc về thiểu số,Dân chủ là quyền lực thuộc về thiểu số
CHƯƠNG 4,24,Thuật ngữ dân chủ ra đời vào thế kỷ nào?,Thế kỷ thứ VII - VI TCN,Thế kỷ thứ VIII - VII TCN,Thế kỷ thứ IX - VIII TCN,Thế kỷ thứ IV- III TCN,Thế kỷ thứ VII - VI TCN
CHƯƠNG 4,25,"Các nhà tư tưởng ở đâu đã dùng cụm từ "" demokratos "" để nói đến dân chủ?",Trung Quốc,Ân Độ,Nga,Hy Lạp,Hy Lạp
CHƯƠNG 4,26,"Theo quan niệm của chủ nghĩa Mác - Lênin, dân chủ là:",Thành quả của quá trình đấu tranh giai cấp cho những giá trị tiến bộ của nhân loại,Một hình thức tổ chức nhà nước của giai cấp cầm quyền,Một trong những nguyên tắc hoạt động của các tổ chức chính trị - xã hội,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 4,27,Hình thức dân chủ gắn với chế độ cộng sản nguyên thủy:,Dân chủ chủ nô,Dân chủ quân sự,Dân chủ tư sản,Dân chủ xã hội chủ nghĩa,Dân chủ quân sự
CHƯƠNG 4,28,Hình thức dân chủ gắn với chế độ chiếm hữu nô lệ:,Dân chủ quân sự,Dân chủ tư sản,Dân chủ chủ nô,Dân chủ xã hội chủ nghĩa,Dân chủ chủ nô
CHƯƠNG 4,29,Hình thức dân chủ gắn với chế độ tư bản chủ nghĩa:,Dân chủ quân sự,Dân chủ chủ nô,Dân chủ tư sản,Dân chủ xã hội chủ nghĩa,Dân chủ tư sản
CHƯƠNG 4,30,Hình thức dân chủ gắn với chế độ xã hội chủ nghĩa:,Dân chủ quân sự,Dân chủ chủ nô,Dân chủ tư sản,Dân chủ xã hội chủ nghĩa,Dân chủ xã hội chủ nghĩa
CHƯƠNG 4,31,Đặc trưng cơ bản của dân chủ quân sự:,Nhân dân bầu ra thủ lĩnh quân sự thông qua Đại hội nhân dân,Dân tham gia bầu ra Nhà nước,được xây dựng trên nền tảng kinh tế là chế độ tư hữu về tư liệu sản xuất.,Tất cả các đáp án,Nhân dân bầu ra thủ lĩnh quân sự thông qua Đại hội nhân dân
CHƯƠNG 4,32,Nền dân chủ xã hội chủ nghĩa của nhân loại chính thức được xác lập từ khi nào ?,Sau cuộc đấu tranh giải cấp ở Pháp (1789),Sau Cách mạng Tháng Mười Nga (1917),Sau Cách mạng Tháng Tám (1945),Sau công xã Pari (1871),Sau Cách mạng Tháng Mười Nga (1917)
CHƯƠNG 4,33,"Điền từ vào chỗ trống: ""Trên phương diện chế độ xh và trong lính vực chính trị, dân chủ là...""",Một hình thức chính đảng,Một hình thái nhà nước,Một nguyên tắc dân chủ,Một nguyên tắc quản lý xã hội,Một hình thái nhà nước
CHƯƠNG 4,34,"Câu ""Nước ta là nước dân chủ, địa vị cao nhất là dân, vì dân là chủ"" là của ai?",V.I.Lênin,C. Mác,Ph. Ăngghen,Hồ Chí Minh,Hồ Chí Minh
CHƯƠNG 4,35,"Theo Hồ Chí Minh, dân chủ là:","Một giá trị nhân loại chung, là một thê chê chính trị, một chê độ xã hội ",Quyền lực thuộc về thiều sô,Là sự trấn áp của giai cấp này với giai cấp khác,Tất cả các đáp án,"Một giá trị nhân loại chung, là một thê chê chính trị, một chê độ xã hội "
CHƯƠNG 4,36,Nền dân chủ xã hội chủ nghĩa thực hiện quyền lực và lợi ích của ai ?,Chỉ của giai câp công nhân,Toàn thể nhân dân,Giai cấp tư sản,Giai cấp bóc lột,Toàn thể nhân dân
CHƯƠNG 4,37,Bản chất chính trị của nền dân chủ xã hội chủ nghĩa là:,Quyền được tham gia rộng rãi vào công việc quản lý nhà nước của nhân dân,Dựa trên chế độ tư hữu hữu về tư liệu sản xuất chủ yếu,Lấy tư tưởng dân chủ tư sản làm chủ đạo,Tất cả các đáp án,Quyền được tham gia rộng rãi vào công việc quản lý nhà nước của nhân dân
CHƯƠNG 4,38,Bản chất kinh tế của nền dân chủ xã hội chủ nghĩa:,Quản lý nhà nước thuộc về thiểu số,Chế độ công hữu về tư liệu sản xuất chủ yếu,Chế độ tư hữu về tư liệu sản xuất chủ yếu,Lấy tư tưởng dân chủ tư sản làm chủ đạo,Chế độ công hữu về tư liệu sản xuất chủ yếu
CHƯƠNG 4,39,"Điền vào chỗ trống: ""nhà nước xã hội chủ nghĩa là nhà nước mà ở đó, sự thống trị chính trị thuộc về...""",Giai cấp nông dân,Giai cấp công nhân,Giai cấp tư sản,Giai cấp chủ nô,Giai cấp công nhân
CHƯƠNG 4,40,"Điền vào chỗ trống: ""Nhà nước xã hội chủ nghĩa do cách mạng xã hội chú nghĩa sản sinh ra và có sứ mệnh xây dựng thành công...""",Chủ nghĩa xã hội,Chủ nghĩa tư bản,Chế độ phong kiến,Chế độ chiếm hữu nộ lệ,Chủ nghĩa xã hội
CHƯƠNG 4,41,Nhà nước xã hội chủ nghĩa mang bản chất của giai cấp nào?,Giai cấp nông dân,Giai cấp tư sản,Giai cấp chủ nô,Giai cấp công nhân,Giai cấp công nhân
CHƯƠNG 4,42,Sự thống trị của giai cấp vô sản có sự khác biệt về chất so với sự thống trị của các giai cấp bóc lột trước đây là ở chỗ:,Sự thống trị và lợi ích chỉ phục vụ cho thiểu số,Sự thống trị của thiểu số đối với tất cả các giai cấp tầng lớp nhân dân lao động,Sự thống trị của đa số đối và vì lợi ích chung của toàn xã hội,Tất cả các đáp án,Sự thống trị của đa số đối và vì lợi ích chung của toàn xã hội
CHƯƠNG 4,43,"Quan điểm ""Phải quán triệt tư tưởng ""lấy dân làm gốc"", xây dựng và phát huy quyền làm chủ của nhân dân lao động"" là của ai?",V.I.Lênin,C.Mác,Đảng Cộng sản Việt Nam,Ph. Ăngghen,Đảng Cộng sản Việt Nam
CHƯƠNG 4,44,"Luận điểm sau là của ai: ""Dân chủ xã hội chủ nghĩa là bản chất của chế độ ta, vừa là mục tiêu, vừa là động lực của sự phát triển đất nước""",Đảng Cộng sản Việt Nam,C.Mác,V.I. Lênin,Ph. Ăngghen,Đảng Cộng sản Việt Nam
CHƯƠNG 4,45,"Điền từ vào chỗ trống: ""Dân chủ là... gắn với các hình thức tổ chức nhà nước của giai cấp cầm quyền""",Một phạm trù chính trị,Một phạm trù văn hóa,Một phạm trù kinh tế,Một phạm trù vĩnh viễn,Một phạm trù chính trị
CHƯƠNG 4,46,"Điền từ vào chỗ trống: ""Dân chủ là... gắn với quá trình ra đời, phát triển của lịch sử xã hội""",Một phạm trù chính trị,Một phạm trù văn hóa,Một phạm trù vĩnh viễn,Một phạm trù lịch sử,Một phạm trù lịch sử
CHƯƠNG 4,47,"Căn cứ vào phạm vi tác động của quyền lực nhà nước, chức năng của nhà nước xã hội chủ nghĩa được chia thành:",Chức năng đối nội và đối ngoại,"Chức năng chính trị, kinh tế, văn hóa, xã hội",Chức năng giai cấp và chức năng xã hội,Chức năng trấn áp và tổ chức xây dựng,Chức năng đối nội và đối ngoại
CHƯƠNG 4,48,"Căn cứ vào lĩnh vực tác động của quyền lực nhà nước, chức năng của nhà nước xã hội chủ nghĩa được chia thành",A.Chức năng đối nội và đối ngoại,B.Chức năng giai cấp và chức năng xã hội,"Chức năng chính trị, kinh tế, văn hóa, xã hội ",Chức năng trấn áp và tổ chức xây dựng,"Chức năng chính trị, kinh tế, văn hóa, xã hội "
CHƯƠNG 4,49,Đặc trưng cơ bản của nền dân chủ xã hội chủ nghĩa,Nhân dân bầu ra thủ lĩnh quân sự thống qua Đại hội nhân dân,Dân (chủ nô và công dân tự do) tham gia bầu ra Nhà nước,Được xây dựng trên nền tảng kinh tế là chế độ tư hữu về tư liệu sản xuất,Thực hiện quyền lực của đại đa số nhân dân,Thực hiện quyền lực của đại đa số nhân dân
CHƯƠNG 4,50,Đặc trưng cơ bản của nền dân chủ tư sản,Nhân dân bầu ra thủ lĩnh quân sự thông qua Đại hội nhân dân,Dân (chủ nô và công dân tự do) tham gia bầu ra Nhà nước,Được xây dựng trên nền tảng kinh tế là chế độ tư hữu về tư liệu sản xuất,Thực hiện quyền lực của đại đa số nhân dân,Được xây dựng trên nền tảng kinh tế là chế độ tư hữu về tư liệu sản xuất
CHƯƠNG 5,1,"Tìm đáp án đúng, khi xem xét cơ cấu xã hội – giai cấp cần phải?",Tuyệt đối hóa cơ cấu xã hội giai cấp,Xem nhẹ các loại hình cơ cấu xã hội khác,"Xóa bỏ nhanh chóng các giai cấp, tầng lớp xã hội khác",Không tuyệt đối hóa cơ cấu xã hội- giai cấp,Không tuyệt đối hóa cơ cấu xã hội- giai cấp
CHƯƠNG 5,2,Tìm đáp án SAI: Khi xem xét cơ cấu xã hội - giai cấp cần phải?,Thấy được vai trò quan trọng của cơ cấu xã hội,Không tuyệt đối hóa vai trò của cơ cấu xã hội - giai cấp,"Xóa bỏ nhanh chóng các giai cấp, tầng lớp xã hội khác ",Coi trọng vai trò của các giai cấp tầng lớp xã hội khác,"Xóa bỏ nhanh chóng các giai cấp, tầng lớp xã hội khác "
CHƯƠNG 5,3,"Điền vào chỗ trống, V.I.Lênin chỉ rõ: ""...là một hình thức đặc biệt của liên minh giai cấp giữa giai cấp vô sản với đông đảo những tầng lớp lao động không phải vô sản""",Chuyên chính vô sản,Cách mạng xã hội,Đấu tranh giai cấp,Bạo lực cách mạng,Chuyên chính vô sản
CHƯƠNG 5,4,"Điền từ vào chỗ trống: ""Nếu không liên minh với... thì không thể có được chính quyền của giai cấp vô sản""",Công nhân,Trí thức,Tư sản,Nông dân,Nông dân
CHƯƠNG 5,5,"Trong xã hội có giai cấp, cơ cấu nào có vị trí quan trọng hàng đầu chi phối các loại hình cơ cấu xã hội khác?",Cơ cấu xã hội - nghề nghiệp,Cơ cấu xã hội dân số,Cơ cấu xã hội dân tộc,Cơ cấu xã hội giai cấp,Cơ cấu xã hội giai cấp
CHƯƠNG 5,6,Sự biến đổi của cơ cầu xã hội - giai cấp được quyết định bởi sự biến động của cơ cấu nào?,Cơ cấu xã hội - dân số,Cơ cấu xã hội - kinh tế,Cơ cấu xã hội - dân tộc,Cơ cấu xã hội-tôn giáo,Cơ cấu xã hội - kinh tế
CHƯƠNG 5,7,Cơ cấu xã hội - giai cấp trong thời kỳ quá độ lên chủ nghĩa xã hội đặt dưới sự lãnh đạo của:,Đảng cộng sản,Nhà nước,Các tô chức chính trị - xã hội,Chính phủ,Đảng cộng sản
CHƯƠNG 5,8,Sự biến đổi của cơ cấu xã hội - giai cấp ảnh hưởng đến sự biến đổi của cơ cấu xã hội nào?,Cơ cấu xã hội - nghề nghiệp,Cơ cấu xã hội - tôn giáo,Cơ cấu xã hội - dân tộc,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 5,9,Vị trí của cơ cấu xã hội - giai cấp trong cơ cấu xã hội:,Tất cả các đáp án,Cơ cấu xã hội - giai cấp phụ thuộc hoàn toàn vào các cơ cấu xã hội khác,Cơ cấu xã hội - giai cấp chi phối các loại hình cơ cấu xã hội khác,Cơ cấu xã hội - giai cấp độc lập với các loại hình cơ cấu xã hội khác,Cơ cấu xã hội - giai cấp chi phối các loại hình cơ cấu xã hội khác
CHƯƠNG 5,10,"Điền vào chỗ trống: ""Nguyên tắc cao nhất của chính quyền là duy trì khối liên minh giữa... để giai cấp vô sản có thể giữ được vai trò lãnh đạo và chính quyền nhà nước.""",Giai cấp tư sản và giai cấp công nhân,Giai cấp vô sản và nông dân,Giai cấp tiểu tư sản và giai cấp công nhân.,Giai cấp nông dân và giai cấp tư sản,Giai cấp vô sản và nông dân
CHƯƠNG 5,11,Nội dung văn hóa xã hội của liên minh công nông trí thức ở Việt Nam là:,"Xây dựng nền văn hóa tiên tiến, đậm đà bản sắc dân tộc",Tiếp thu tinh hoa văn hóa nhân loại,Kế thừa và phát huy văn hóa truyền thống của dân tộc,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 5,12,"Chọn đáp án đúng nhất, trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam hiện nay, kết cấu kinh tế ở nước ta gồm:","Kinh tế nhà nước, kinh tế tập thể, kinh tế tư nhân, kinh tế có vốn đầu tư nước ngoài ",Chỉ có kinh tế nhà nước và kinh tế tập thể,Kinh tế tư nhân và kinh tế tập thể,Kinh tế tư nhân và kinh tê nhà nước,"Kinh tế nhà nước, kinh tế tập thể, kinh tế tư nhân, kinh tế có vốn đầu tư nước ngoài "
CHƯƠNG 5,13,"Trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam hiện nay, kết cầu kinh tế có đặc điểm:",Kết cấu gồm hai thành phần kinh tế tư nhân và kinh tế tập thể,Kết cấu gồm hai thành phần kinh tế nhà nước và kinh tể tư nhân,Kết cấu kinh tế nhiều thành phần,Kết cấu gồm hai thành phần kinh tế nhà nước và kinh tế tập thể,Kết cấu kinh tế nhiều thành phần
CHƯƠNG 5,14,"Trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam, sự biến đổi của cơ cấu nào đã chi phối, quy định rõ nhất sự biến đổi của cơ cấu xã hội- giai cấp ?",Cơ cấu chính trị,Cơ cấu xã hội,Cơ cấu văn hóa,Cơ cấu kinh tế,Cơ cấu kinh tế
CHƯƠNG 5,15,"Cơ cấu xã hội- giai cấp của Việt Nam trong thời kỳ quá độ lên chủ nghĩa xã hội gồm những giai cấp, tầng lớp cơ bản nào?","Giai cấp công nhân, giai cấp nông dân, giai cấp tư sản","Giai cấp công nhân, giai cấp nông dân, giai cấp chủ nô, tầng lớp tiểu chủ","Giai cấp công nhân, giai cấp nông dân, đội ngũ trí thức, giai cấp địa chủ","Giai cấp công nhân, giai cấp nông dân, đội ngũ trí thức, đội ngũ doanh nhân, phụ nữ, thanh niên ","Giai cấp công nhân, giai cấp nông dân, đội ngũ trí thức, đội ngũ doanh nhân, phụ nữ, thanh niên "
CHƯƠNG 5,16,"Các giai cấp, tầng lớp xã hội cơ bản trong cơ cấu xã hội giai cấp của thời kỳ quá độ lên chủ nghĩa xã hội bao gồm?",Giai cấp chủ nô và giai cấp nô lệ,Giai cấp địa chủ và giai cấp nông dân,Giai cấp địa chủ và giai cấp tư sản,"Giai cấp công nhân, giai cấp nông dân, tầng lớp trí thức, tầng lớp doanh nhân ","Giai cấp công nhân, giai cấp nông dân, tầng lớp trí thức, tầng lớp doanh nhân "
CHƯƠNG 5,17,Cơ cấu xã hội - giai cấp là căn cứ cơ bản để xây dựng chính sách phát triển các lĩnh vực cơ bản nào?,Kinh tế,"Chính trị, tư tưởng",Văn hoa,Tất cả các đáp án,Tất cả các đáp án
