Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
CHƯƠNG 3,81,Một ưu điểm quan trọng của vận tải đường bộ là:,Thời gian giao hàng nhanh đối với quãng ngắn,Không bị ảnh hưởng bởi giao thông,Không cần bảo trì,Không cần tài xế,Thời gian giao hàng nhanh đối với quãng ngắn
CHƯƠNG 3,82,Ô tô chở hàng phù hợp với loại hàng nào:,Chỉ hàng siêu trọng,Chỉ hàng lỏng,"Hàng nhỏ lẻ, đa dạng",Chỉ hàng container lớn,"Hàng nhỏ lẻ, đa dạng"
CHƯƠNG 3,83,Khả năng điều chỉnh tuyến đường của ô tô chở hàng:,Rất hạn chế,Rất linh hoạt,Phụ thuộc đường ray,Không thay đổi được,Rất linh hoạt
CHƯƠNG 3,84,Một lợi thế của ô tô chở hàng trong logistics là:,Phù hợp giao hàng “door -to-door”,Không cần lập kế hoạch,Không cần nhiên liệu,Không cần kho bãi,Phù hợp giao hàng “door -to-door”
CHƯƠNG 3,85,"Trong vận tải đa phương thức, Ô tô chở hàng đóng vai trò:",Kết nối các phương thức vận tải khác,Chỉ vận chuyển quốc tế,Chỉ chở hành khách,Không tham gia,Kết nối các phương thức vận tải khác
CHƯƠNG 4,1,Máy bay là phương tiện có khả năng di chuyển trong không khí nhờ:,Lực nâng do cánh tạo ra hoặc hệ thống động cơ,Lực đẩy của bánh xe,Sức gió tự nhiên,Lực kéo của đường băng,Lực nâng do cánh tạo ra hoặc hệ thống động cơ
CHƯƠNG 4,2,Máy bay chở hàng thuộc loại nào:,Máy bay trực thăng,Máy bay chiến đấu,Máy bay quân sự,Máy bay dân dụng,Máy bay dân dụng
CHƯƠNG 4,3,"Theo tải trọng, máy bay có thể chia thành:","Máy bay nhỏ, trung bình, lớn",Máy bay phản lực và cánh quạt,Máy bay chở khách và chở hàng,Máy bay dân dụng và quân sự,"Máy bay nhỏ, trung bình, lớn"
CHƯƠNG 4,4,"Theo loại cánh, trực thăng thuộc nhóm:",Máy bay cánh cố định,Máy bay cánh thấp,Máy bay cánh quay,Máy bay siêu thanh,Máy bay cánh quay
CHƯƠNG 4,5,"Theo vị trí cánh, loại phổ biến ở máy bay dân dụng là:",Cánh thấp,Cánh nghiêng,Cánh cao,Cánh quay,Cánh thấp
CHƯƠNG 4,6,Máy bay phản lực (Jet) là loại máy bay:,Không dùng động cơ,"Sử dụng động cơ phản lực, tốc độ cao",Chỉ dùng cho máy bay thể thao,Chỉ dùng cho cự ly ngắn,"Sử dụng động cơ phản lực, tốc độ cao"
CHƯƠNG 4,7,Máy bay cánh quạt thường sử dụng:,Động cơ piston hoặc tuốc-bin,Không dùng động cơ,Động cơ điện thuần túy,Động cơ tên lửa,Động cơ piston hoặc tuốc-bin
CHƯƠNG 4,8,Máy bay lượn (Glider) là loại máy bay:,"Không có động cơ, dùng lực nâng từ luồng khí",Có 4 động cơ,Chỉ dùng trong quân sự,Dùng động cơ phản lực mạnh,"Không có động cơ, dùng lực nâng từ luồng khí"
CHƯƠNG 4,9,Máy bay tầm ngắn (regional) thường bay:,Dưới 1.000 km,Từ 5.000 đến 8.000 km,Trên 3.000 km,Chỉ bay quốc tế,Dưới 1.000 km
CHƯƠNG 4,10,VTO (Vertical Take -Off and Landing) là loại máy bay có khả năng:,Bay không người lái,Bay siêu thanh,Chở hàng nặng,Cất cánh và hạ cánh thẳng đứng,Cất cánh và hạ cánh thẳng đứng
CHƯƠNG 4,11,Một loại máy bay đặc biệt theo công nghệ là:,Máy bay tàng hình,Máy bay hai động cơ,Máy bay dân dụng,Máy bay cánh giữa,Máy bay tàng hình
CHƯƠNG 4,12,Yêu cầu chung về hình dáng của máy bay là phải đảm bảo:,Có màu sơn dễ nhận biết,"Tính khí động học phù hợp, lực cản không khí nhỏ",Càng nhiều chi tiết càng tốt,Nhiều khoang chứa nhất,"Tính khí động học phù hợp, lực cản không khí nhỏ"
CHƯƠNG 4,13,Tính bền vững của máy bay đòi hỏi các bộ phận chịu lực phải:,Có thể tháo rời nhanh,"Không bị bẻ gãy, nứt, vỡ trong quá trình bay",Có giá thành thấp nhất,Có kích thước lớn,"Không bị bẻ gãy, nứt, vỡ trong quá trình bay"
CHƯƠNG 4,14,Một yêu cầu quan trọng đối với kết cấu máy bay là:,Trọng lượng bản thân lớn,Trọng lượng bản thân nhỏ,Chỉ ưu tiên tính thẩm mỹ,Dùng vật liệu thật dày,Trọng lượng bản thân nhỏ
CHƯƠNG 4,15,Trong cánh máy bay thường bố trí:,Chỉ có ghế hành khách,"Thùng nhiên liệu, động cơ và các trang thiết bị khác",Chỉ có hệ thống đèn,Chỉ có bánh đáp,"Thùng nhiên liệu, động cơ và các trang thiết bị khác"
CHƯƠNG 4,16,Chức năng chính của cánh máy bay là:,Tạo lực nâng cho máy bay,Điều khiển hướng trái phải,Chứa hành khách,Tạo lực phanh,Tạo lực nâng cho máy bay
CHƯƠNG 4,17,Cánh máy bay cùng với bộ phận nào giúp ổn định và điều khiển máy bay:,Càng đáp,Đuôi máy bay,Buồng hàng,Khoang lái phụ,Đuôi máy bay
CHƯƠNG 4,18,Một dạng hình học của cánh máy bay là:,Hình thang,Hình lục giác đều,Hình tròn,Hình vuông đặc,Hình thang
CHƯƠNG 4,19,Công dụng chính của thân máy bay là:,Hấp thụ hoàn toàn lực cản,Tạo lực đẩy,Điều chỉnh hướng bay,"Tạo không gian chứa hàng hóa, hành khách và trang thiết bị","Tạo không gian chứa hàng hóa, hành khách và trang thiết bị"
CHƯƠNG 4,20,Yêu cầu đối với thân máy bay là phải có hình dạng hợp lý để:,Đảm bảo tính ổn định và điều khiển máy bay,Dễ sơn hơn,Tăng tiếng ồn động cơ,Gắn được nhiều cửa hơn,Đảm bảo tính ổn định và điều khiển máy bay
CHƯƠNG 4,21,Hệ thống càng đáp được sử dụng chủ yếu khi:,Bay hành trình,Bay vòng chờ,Bay siêu thanh,Cất cánh và hạ cánh,Cất cánh và hạ cánh
CHƯƠNG 4,22,Các bộ phận của càng đáp máy bay bao gồm:,Bánh lái hướng và bánh lái đứng,"Bánh trước, bánh chính, giảm xóc và phanh",Cánh ngang và cánh đứng,Quạt gió và buồng đốt,"Bánh trước, bánh chính, giảm xóc và phanh"
CHƯƠNG 4,23,Đa số các máy bay có số càng đáp là:,5 càng,3 càng,2 càng,6 càng,3 càng
CHƯƠNG 4,24,Công dụng chủ yếu của càng đáp là:,Tạo lực nâng chính,Điều chỉnh độ cao bay hành trình,Tiếp nhận động năng khi máy bay hạ cánh,Chứa nhiên liệu,Tiếp nhận động năng khi máy bay hạ cánh
CHƯƠNG 4,25,"Trên các máy bay lớn, càng đáp có thể:",Thu vào khi bay,Tách rời khi bay,Làm nhiệm vụ điều hướng chính,Quay như cánh quạt,Thu vào khi bay
CHƯƠNG 4,26,"Đuôi máy bay gồm cánh ngang, cánh đứng, bánh lái độ cao và:",Cánh tà,Vòi phun,Máy nén khí,Bánh lái hướng,Bánh lái hướng
CHƯƠNG 4,27,Cánh đứng có vai trò chính là:,Giữ thăng bằng dọc,Tạo lực nâng chính,Giữ ổn định hướng bay,Giảm chấn khi hạ cánh,Giữ ổn định hướng bay
CHƯƠNG 4,28,Bánh lái độ cao là bộ phận dùng để:,Giữ cố định hàng hóa,Hỗ trợ phanh,Điều khiển độ cao,Điều chỉnh hướng trái phải,Điều khiển độ cao
CHƯƠNG 4,29,"Trong buồng lái, ph côngi phải thu nhận thông tin về vị trí, tốc độ, hướng bay và:",Màu sơn thân máy bay,Dung tích hầm hàng tàu biển,Tình trạng kỹ thuật của máy bay,Nhiệt độ sân bay gần nhất,Tình trạng kỹ thuật của máy bay
CHƯƠNG 4,30,"Hệ thống điều khiển chính của máy bay gồm bánh lái hướng, bánh lái lên xuống và:",Máy nén khí,Bơm thủy lực,Bánh lái liệng,Càng đáp,Bánh lái liệng
CHƯƠNG 4,31,"Khi phi công muốn điều khiển vòng sang trái hoặc phải, bộ phận được điều khiển là:",Càng chính,Bánh lái lên xuống,Bánh lái hướng,Vòi phun,Bánh lái hướng
CHƯƠNG 4,32,Động cơ máy bay có chức năng chính là tạo ra:,Lực cản,Lực nổi,Lực phanh,Lực đẩy,Lực đẩy
CHƯƠNG 4,33,ULD dạng container thường được làm bằng vật liệu nào:,Gỗ,Hợp kim nhôm hoặc composite,Nhựa mềm,Cao su,Hợp kim nhôm hoặc composite
CHƯƠNG 4,34,ULD thường được sử dụng trên loại máy bay nào:,Máy bay quân sự,Máy bay chở hàng và máy bay chở khách thân rộng,Máy bay huấn luyện,Máy bay trực thăng,Máy bay chở hàng và máy bay chở khách thân rộng
CHƯƠNG 4,35,Chức năng chính của ULD trong vận tải hàng không là:,Tăng tốc độ bay của máy bay,Giảm tiêu hao nhiên liệu,Điều khiển hệ thống bay,"Gom và bảo vệ hàng hóa, hành lý","Gom và bảo vệ hàng hóa, hành lý"
CHƯƠNG 4,36,ULD trong vận tải hàng không là viết tắt của:,Unit Load Device,Unified Loading Deck,Universal Lift Device,Upper Loading Division,Unit Load Device
CHƯƠNG 4,37,ULD dạng pallet có đặc điểm:,Không cần cố định hàng hóa,Có vỏ kín hoàn toàn,Chỉ dùng cho hành khách,"Không có vỏ, dùng lưới hoặc dây buộc","Không có vỏ, dùng lưới hoặc dây buộc"
CHƯƠNG 4,38,Container boong dưới được chất vào:,Các khoang ULD ở boong dưới,Cánh máy bay,Đuôi máy bay,Chỉ trên boong chính,Các khoang ULD ở boong dưới
CHƯƠNG 4,39,Mã ULD dùng để làm gì:,Xác định loại và kích thước ULD,Điều khiển máy bay,Trang trí ULD,Định vị hành khách,Xác định loại và kích thước ULD
CHƯƠNG 4,40,ULD phải đáp ứng yêu cầu nào sau đây:,Có giá rẻ nhất,Dễ vỡ,"Nhẹ, bền và phù hợp khoang hàng của máy bay",Màu sắc đẹp,"Nhẹ, bền và phù hợp khoang hàng của máy bay"
CHƯƠNG 4,41,Thiết bị nào giúp cố định hàng hóa trên pallet ULD,Sơn phủ,Đèn chiếu sáng,Quạt làm mát,Lưới và dây chằng,Lưới và dây chằng
CHƯƠNG 4,42,Antonov An -225 Mriya nổi bật vì là:,Máy bay chở khách nhanh nhất thế giới,Máy bay điện đầu tiên trên thế giới,Một trong những máy bay vận tải lớn nhất và mạnh nhất từng được chế tạo,Máy bay không người lái lớn nhất,Một trong những máy bay vận tải lớn nhất và mạnh nhất từng được chế tạo
CHƯƠNG 4,43,Boeing 737 -800BCF là loại máy bay:,Máy bay trực thăng quân sự,Máy bay chở hàng chuyển đổi từ phiên bản hành khách,Máy bay chở khách cỡ lớn 4 động cơ,Máy bay chở hàng siêu trường lớn nhất thế giới,Máy bay chở hàng chuyển đổi từ phiên bản hành khách
CHƯƠNG 4,44,Ưu điểm lớn nhất của vận tải hàng không là:,Chở được hàng siêu trường,Chi phí thấp,Không bị ảnh hưởng thời tiết,Tốc độ nhanh,Tốc độ nhanh
CHƯƠNG 4,45,Loại hàng hóa nào phù hợp nhất với vận tải hàng không:,Cát xây dựng,Xi măng,Than đá,"Hàng giá trị cao, cần giao nhanh","Hàng giá trị cao, cần giao nhanh"
CHƯƠNG 4,46,Vận tải hàng không thường được sử dụng trong trường hợp nào:,"Hàng nặng, giá trị thấp",Hàng không quan trọng về thời gian,Hàng cần giao gấp,Hàng cồng kềnh giá rẻ,Hàng cần giao gấp
CHƯƠNG 4,47,Yếu tố nàoảnh hưởng lớn đến chi phí vận tải hàng không:,Loại bao bì đẹp hay xấu,Tên người gửi,Trọng lượng và thể tích hàng vận chuyển,Màu sắc hàng hóa,Trọng lượng và thể tích hàng vận chuyển
CHƯƠNG 4,48,Phương thức vận chuyển hàng hóa bằng máy bay có tính chất:,Chỉ dùng nội địa,Nhanh và an toàn cao,Chậm và rẻ,Không phù hợp quốc tế,Nhanh và an toàn cao
CHƯƠNG 4,49,Thời gian vận chuyển hàng không so với các phương thức khác như thế nào:,Lâu nhất,Trung bình,Nhanh nhất,Không ổn định,Nhanh nhất
CHƯƠNG 4,50,Một trong các loại hàng hóa bị hạn chế vận chuyển bằng máy bay là:,Quần áo,Linh kiện điện ử,"Hàng nguy hiểm (pin, hóa chất…)",Sách,"Hàng nguy hiểm (pin, hóa chất…)"
